,id,accountId,puuid,name,profileIconId,revisionDate,summonerLevel
11,PFUwDt0UuSDhyC0wWWBu_XsCx1bjKNCMjsCW0JWCKKhWBng,_5Y2OQxoDPoh9pyFywlkGliZzq3_Pqay7hhVVN0YoQf-GVv9S7L23gZo,Roqycw9ijwHztyRgbtBOP9CzA-OdCT_Nt2dawiQWKYA4MFjU4GkfXE2Y2R0ct7zdQniExVyuZgePwA,세계 챔피언0534,4492,1582856252000,63
12,gROC3d5DrI5c7bWlpfDr9r-iS_-5eE4Fe7ijfTvJCeVjUA8,eFz3O75RQnDbiPpfmtlVMYKjD5h5XXlv9Yf8mAw-H3_EktWDwFfRi7vv,CfnppMLprtG3WZ8FCGo5zedXEIDNTODYtXFZwwfwsWoUuSReR6D4pLKNrFVyqJMU11Qi6glKGKZ3yw,IllIllIlllIlllll,3230,1584632591000,131
13,qMCYdShZAEnZ22flGFRiaKJo3uSFViF0Cfz7pjva5orP_LQ,8MNwCFm8yw08Hk0ythR15Y6x8m--zO3H-EXUi9NIBxdhFWte3VIUlv0v,NrwzsbtJWoas-fSuNWAXadWOKR4e9C9mJMhCCgiUlei1_n4us3U6HRj_vaG42-wwXWPASb32pLj0lQ,prob,3800,1584614529000,69
14,zoKOiSpyVJB8HiNtXaK9PRIX7irawwNqXp_Y54EC4moKqw,7b2tfJV5ApzLUiUlBCKDKKBMTWMPi35tTQxBpId1vl70,8ornU33XKl4qHWAIDpSx1kh_n-rkz1fXcRKXk1Z1ZJ3SV8Ykz7qTYqhoX2X-tho_b3XM-2Ep30l3Dw,호잇호잇이,6,1584710353000,182
15,AUHyLxlts-VbZtcg0Gwdont6XppO_-qPNal3hXHdDhwkRfw,YAW0TeWTTZKXzN18_3lrVhycE2H5aEl3wBhqTjhZTcZsAkowNokekm3S,p7cAfKk-R8lLaclzSBOZ-9Y6r1ympMW7sjinokKibdG7CaTLsTMt85h_6Cm9xxyVoFUwNyVAk_RHtQ,626626626,1297,1584053792000,224
16,hnG8WqjQhLJ-A_4ww8tDXZRDdZM5z13MbhX-xYV3JZ2_Ag,4EdB3twx19jSXLbwJY1qbSAKWyRoCxStlFuuwCY22MnV,LcXhH8M2-lB-YH7N_Dn5BLYDPtvqryXq1aFMkkFcAn86uycxiE4pPA4eFjva_VsYPRXfi2ZLGTVxqQ,질 듯,4021,1584624233000,315
17,nY2RBKj8vesM_iJ-_S1Z0810EGQUL8S7pFudarT1dxT2Tdk,0-iAgho1lJ9a-Cn3SiWWFB6f34fKPc_KSofRF52sCckymR2dRqJXIiEI,E6GVQ1CNmsat0aGm3RQNSmPWN7OBTgkGJ71mhVClACe3XrBU2tvI-UHXM8u07iSXJIM6Qr5Z3UM1HA,Gondry47,4030,1584372023000,47
18,zNpD2zJAU9uN0AM3zuq0zAX8CkA7IpZifVLxxGEy_yohQDQ,o_3ktVOJdYUOvwnYOtVo2srD8r-9iZKCGe8KooDYSWgO2eQ,X3alBm7XBXO83n0NI6haP7V2WF7KCQ4qUqAzLLw8OJQNcRyMx0up1LD88aOW7XUXHG6y663wbDRwgg,proromoE,7,1584610429000,140
19,NZsKptNq3LrpQVEWSJN_IzVt5mshtVPyxiqgM5qeuxYYRbU,9XE_JvI_yKryQlc7bqexAgsovoLAPkA0a_Z9qOx-RsBY,gHTFG_D5m0oy2DxTgLR7TU9AjLZAlarvrNQ3hmW7YlvJRBHvHnWHWGHkIzcI1tyJRRKU714L8SL7ow,VaIhaIIa,982,1584472930000,319
20,2gXnvOBrOOTm782fNUeB8KZp_P4Sw6PZETmiBxNfDixScXs,SwkXxxK5H418YDaeHXpv4Jq-Nm5TwFZtEhDSDu_2btFn_vXgXeGW_fdW,8_umjMOo2kGb8MztOeBIfUvYyNCcQTUZUBIF3_mspDU8X8huwXqDjtz1_E0oXKOyAKHZ4Avft7LdUg,바텀만파정글년아,7,1584001876000,144
21,Z54Cxb0dZa1I__Vpk08hyM9CrclyhjP1L6P8gGSv8JiORSI,6zSXjf8k49epYiCdUnyQvbmw5KQTj2YIwM0g3ZRWynMAvrGDb5lkJYvb,RAl_vn2fzmUu4nnJHf_zW59ooactj-NhXUqcDvQLxNRaVXwqAHXsdCurVXqYwQOybLPdm4u6oZVNJQ,지솔직fan,4491,1584195242000,54
22,FN9rhE0sYc4xYV8WAdq7ThwjC24ubmCnUB0hTKxIDSuGJxc,B9Rl4dG3a0Gd_FrIJ2oGq4-sKB86LSHOQH_IZ4B0LZmbRJ8,FKUipeMr9NRZLDkNj9F4czp_XPYvkRPti1dxkll5NE0fJZkXFV_eVU6N1vwYIA1_yM-L1NZo6akUdQ,알파몽,1114,1584609422000,242
23,F1F41D0RjNcUYF1VeTgpguY-ZJmWEK8SKCPXTFJWA_cxnMc,VvgIAhpu9gPJ9bX9NfDnJK803GQIH8jwOSE-g144O8Oyfzk,uJCbhU5t9HdNvSqes__dXaY3QOJbXd1tWrh7ZhMCibleL1Wjp9pSkUQNTnHz4VpkzD_VWd2PpCjaUQ,비마브,3836,1584323914000,173
24,3QsknWuPXee9ZImU3jJDsZ_JXvG2yRXI5pevo3zWj1brjic,OWrJYKshYYBCZdXFSJ65mV0kVgd5qNvpk0uABSgxzSmiUu4,LcKpcLyYBuyuU0bFoXKgggTqFS0o7OgxlFVVOCXavNw7SIxz3p3mOjhObgJQ62mUPuH793WtOHBNgA,WithTheBell,3378,1584343915000,113
25,nWyRtyLc7JeTtzPk9zVr_qGqVvAeGRsCmqKPgJ43S08heRU,RF_hlHQJCar0h2bHtCltTaI2gCjNVPTLFkMY8GsX4E8vh9M,AoolayqMILL8IoEEHLp4-thUsBXeVTuQjK3YHQD15RI7MnMoWI4NLeqv5m_wqb5Q1SUfcGEu_qolmQ,SANDBOX Serenity,3158,1584515438000,256
26,TggxfB3QJUg8Gmb-nHNu6NQc4cy0heRAFHxNQs-Rnyx12Xk,OCw9mrBnKk0pmeG0bAehgkTudWdFT2vWtX9V4KnewlamN5E,oPe0e7Z3pjEwZa1sHnqiABnHDUVAGatnjSIUYs_UwpUI1OzOzSFTVF11OurNXdV3dqydahKh8yvkjg,abracatabrr,3799,1583489021000,352
27,UX2IfCAgd7sYYSUKiyxt_ZPeAx3eUwoDqC6zvfY3J8Tdj84,Zrc49SaGodYgQjxrTzqjUsdSroiz9viS3PH3_oIqZ8x-l-Q,nRjRRpe5D6M9iw1n96a_0zQ0DtqAW-SWeLpoSA1W_pTWrNUjGqXGbFKIZy853gORfQdGxhJQBi4_Xw,DWG BeryL,4252,1584079415000,319
28,wwPYrFjYEcwyoa9bM4yFuuYsd1f1HuPXuJ8JdMXXqp1Hnt8,XUeHgwAC3YtIkAx3RbhDB37sPA-Bv_5TnLSiu9AbUdr4bbQ,6BWXz3-NMSx23gHXuVzCXV0CB1NyJGhCwE8nn-hhqB8JaklGduNfIUnDay_75QDZwcIgh-S8EuoWaw,Gen G Meaning,7,1583836861000,218
29,cWMevhjarubKXC0-zw29qkh5MuXmUOZXlnqKVoCSXqoTogI,MPjhhoqyjoLoylv5zF1_TliJR5df1dUCN1qlWpoStK2sC-FAB04kQ6_U,U_-wP31nZf0NNt0IvCFXQUIcd7_wLwmKPI_z49JSlTLr6mHAybhsMb5yFbxa8JRzfUrFdXKptLJQHw,be upset,934,1584515754000,106
30,sikMgxcuzLfyxQ-hiTjARTe8hNMP4A2GH34Pddq0ixncY1E,7XJ6cq1KQmOtEdHJbRY0jgo2Ol0divFhz-W_FKCeG_isYAk,R9zFJQ_3qQProWtRuJimQ5I5ROzAlCZY0D6zkCuWQUYjXtVPKExz9rVnbc3RR851gmrflOd2tZlZOQ,5doran can win,3797,1584613022000,193
31,GnXRUNHQUXkKQ1SkwBWefCzE7Par8aJ_hXn_QthBY2l7ZYE,ql5dlMcbVGNBygO4MKyX-QZ3dwblOce95eYtR8bJCUik4Ps,5SnqypG4TC1CgC2AmB7u2e0-Yb1s5G-pwjRBJY-KXDCQw1ipedhMGJbLX29ppb9kY6BsXhTmOXiwrw,괴해신살권,3150,1584258901000,151
32,93LAWjPB1EJT0lJVvS6XL3ZTtveAAhvDAM78AyrVOp9Xdw,BRZBYKBiILeNBJd5qIT517Br1WJkGLZzNcR5c-WssBM,4nDJXKJpzdtM6h1GIy3hdULhwnyFRGt49qlVN80IS_XsORBbW_BZ-WvxS798lIcjYSocLlE04MchjA,병기형이다z,1410,1584655472000,482
33,oyuSJIRQjiXLZlTCbCJc1X7j1rAbBkUmsb0TDaEAvLjv8Fw,7q-XR31uCgaGesWDfn8eSo-NvOgyuw6Ac2x66elQ5GCD4d8xUNO2hsMW,GVnndpB7zD9GVk7GAjJT8uX-BkqpxKX35RIY5Bul_aq7TAp7YYn4d73-k2Brs8wYSyExDU7RpY6m2g,이쁜계집,23,1584593996000,67
34,2evFeo6qz2MymruWpcU894kjFFPvX03oyBHF06ndUQxHc0g,N1vpMrVcUUSG0I2uoFVf0xzA9_f_RrGcMmxBOdKzZQFhSzo,-CNsLfW7N27WYXNzFTcftOsInoze7XOOI4WaVdQhCDbthg0piKe1dHJBBgXuUpDmg6IGWBckQsb8cw,이승주,1625,1584460236000,73
35,d2-gpq2okukJzTN6mK0gZNa_dHOt7dPj7Xpnp4ULeCC0S5o,QZ6fVqt4XgKLUwJpbJKdoUK8lZvyNJJVvOPPlgcKyruqV8Q,JfLWySQD88RcuhY18yhUe4W1rQBkP1uiUgHLvhf2ZH71Wi3hLPiIhwgdpaq2U2xSwZGyNZorEDKGgQ,다한증 싫어요,7,1584688677000,230
36,xek2IlB-3OWOZ3fhzb8PJyVZqrFiBIvaLWCiz8LHP26MaPk,RyiiV43LhMGb7khE3j8Ic0u7GXx3sr1b0A7Iy-ZwK3VK1UgBMlvxMyV7,RbQ98k5WXC3foPLsZOx2GXiYhzqW5V-ElyXZZnBGOFY8DWUn9wCVx652u9m7WW9MSN7xRgJfx9qDpw,ap4369,4492,1584104348000,53
37,cnj9IS4JSbb_r3DWFDLcOGvzVU2J_Sqgm5n4kS37njTTkQ,YVN9Tfgp8iSo6BObe3NEq_PWoKvL89p2HEzVk5-sznxw,YBZivQI-4WuLcBtSy63Z5g95XWeHrBMhDrcXtrUsFniES-fWgwCx23rem3cP3Yh5OzjrNRcmLr950g,세라피컬,1114,1584496559000,115
38,hRwbZGEiII9xcPFQW2l9F_2MMerT3B0KVIEtgd_HyBnuPK0,zyzMcpQqSgXlJvKSCU9fsHH59rObr081eAEoMT3Ga9qGSWY,oOiiuHpNyzxG_UKtFnv3_9GTKd7QIlERYnl68NS7Yo9hq9aTNXMwlRDjWWXGVkKvJNVjxNKr0sb7QQ,DYN Beyond,7,1584148638000,262
39,rexyg0gNQcOoGAmiXFmCZ64vYlSDM3Ki73tZ7QDLOw5VZ8I,c8Ns96C8lIyA82Tg_3AcymK5sehkQAT_OyPmxoJEBgsN9xA03rT8_D63,QlOH3mJCKGony1kR0O3rx7hm6l69QuEmSX4PJ3rOWSOUKXGkK0UlOiNGtt5eAmIcDWv_DOuCpT161g,MCX Gemini,7,1584183976000,51
40,IChdnQIpN7p9H5MqI5_WHp56SO0V-W5-LCrW89EuVx-Q-Is,1FJS_3-DkI6E_VI_IaLclNWmCOn7N_LzFTO4761TIIEMrHjx3rIlY7uw,FK2ceEYMQBH73aPYQ2QVND2K5Sr-gswmHxrGzdZKv2bxknERNqiEFGxuX9ov0ISB54OsWZZW9lJGIg,남혜성,4379,1584636818000,95
41,bOFl9QpgB-kuiLGc_lpYtyd7T4k7Bkr1kBsfLh-5phR51v0,s38LDyt7bO_GwzAM3z26YlcZS052IxAkV0NdGOcO0yLj0-Y,BJEdgDiytlKhEKVoaYorCs5CaS0JFo7AEpRAWviqtdbyteYvvI_ofI3S0ZhSY8IQ8YuVhyrEjUe2Ww,PESK,3596,1584607506000,327
42,wmSIw9qmZnS0g59gos-WiwEnXqFFEMvMT_Q0V8FpR-YHxQ,A9kAjQiFYt_1adyQoIjWPfvmJMtPc3vkDnJtqjLVo7Y,elpoumyBBowdJc31LgRPl_nz5B1OVUAM7rs62Yoo3EFHCQTNrJXEOglq96arU5B7GNvUnM0iTSQ59Q,려창동,3379,1584178996000,252
43,9Hex8uaR-8XstnQr_WR3Q5lasSGJBLIuVAygTpyQBC6zHw,cWYuB5OVjJoac0dn7pgfnKsZnCWlgoYWyS4MxA4NR6UM,1zLw_Q2GMK37Y5MyShl0Mrh2Whxerr3D9BX8-YOIR6eneck2APBtzqa6ioaBtiBX6uhy1ybK5v0AeA,GM happy game,3005,1584709054000,269
44,uVAAiNKEWiJfOJ_dmiE-xeSAdxAsQdNOpf6JjnE1AUZz_8k,_bmPmVwayWAV8Uk1W-kzSvSKZC6LBRLpl3eOJCDpWPikJl119qV4WOpL,CLro1gcDFiuJRcluuDpU-FYM0PlVxe5xLf53P8SjuzawD9-W9FW-No7ArFi92l4n-0kbN-oWotTV1g,cherish1124,3378,1584171558000,53
45,d7y-VbYQsp3OfYg_lEa8XosADMhKi6hgVtop5MI2mMCTMsQ,Xap8dr5Q_fDJ9M2S6LPkeFdgmSJbuSYOXRlsmNtAWrsxtWgcL6ebDxK6,ReZrgjRldG1Haux-8_ooQS5vy4TcRKqttgEeKhqepCi1lavpzIXLX8airDkYTNQd9Oe8GqK_Hcp0WQ,폐관수련자1,3550,1583965624000,92
46,zLrofav4LX2h_DdQtTtnNtzEDiI_foGi5vdDopGFXJLRhes,3SUi8weGlVy4pV9zA0XxtP7PHglyZVIo4FVhN3Q2YI9PHqytcaf6Mmco,46M6urVyBE52Y1VxSMg2ZV-GD5D0pq-dgiGdl8CbT_gKtuTwvaqG7pW3zwE7KlmYMnY2Nsd82s9sUg,80852654del,3889,1584679217000,177
47,ZV8BQ3TJ3lefwW3l98jk0RqJ40CZL6XuXRHbFniHz4Df2eU,uxbNI9yJ-Z_6NRH3WuSAxR8kK3xl8f2Wvc1a5hbz5pkrU7c,KNmhjfkB-x3cWaSwL03vJuZKPo2My-sPukkAfvBEV_1XL4Cn6CyZzsIozPEwLd0x5A86CsVYswnJHw,Co24,1301,1583836596000,86
48,bvCzD6DHF2zMQUutGManQ3rhTNZhfzbCgF_BIgPyamAaAw,k5sDu3gxPE8ZK5I5Qk0vvRKbtnI8pSaf4s57gpxE-HGh,MEp6dArv5o4VjVz71fP4wjNnnxFNMJwn-0fqEzl3dSMAUGlX3YS8x3W2TpuJO4sEblQswzrB8Q5iCQ,공찬박,3867,1584448189000,245
49,Ffm5gXwvVtnU44KX9z4IP4OyVRz7pov9aBJJWJikQZFFrf4,Zr7HwHFqsAAX2xnApT4BQ8ntkSOzBC2lxKLHkTOW9gpK9sM,piDfCO_oitIieV8l791cpZNEuHslPKAID4sm-ZeIrxM7KqUrSx_ZZy9XD0B9XWmqSHLEfRP1mJEjgQ,베인장인요맨,4248,1584402360000,115
50,ii0wZjMAn0ANkP4plElsNY_3VOHtbGlw5zSOQo7IwIFhxQ,Mxr8hl0PUkBMw9twlUfkpJa7-_E1qY3xFM3o6ZefZ5Wi,oiuEVYGhmHqPyfg_-_dpll6HLUysGiHKq5jXO1wAME0Ys6ovy19M_BntQuBSPsvuHo5KHMc0mfrntA,Cherish myself,3891,1584616379000,108
51,r4q5ie_aGpM3mcFH31BxhhUUvR0rT-jnrJz5mGnUaQLdUNc,5toM2gaqTp8YzqrEn1SObSRDjSGpmZpR7m03vjgAWUnpCX8,tRwlDe40o1I35abAqFIbE9CWnR2Api2oUp4OcaX_M3iGiAEOmn0bs7sJLuKsy9XCAGggBl3AZ7xXXA,쿵야 둔갑술,3882,1582801756000,229
52,8lwjstcJNlK0oJpQZg4o4sZ0E7Z_5BpWnBs6zo2E6OTPw38,2waqf6yadhk5DIZN--vijKoXSy5dXfHMQ0Lgi7B8MS-t,HMTcja7Hj_freLrkm-hB4QEvO5qw7qr5WXrrkiMSscXxMs3u0CcuufPTAdFhPCEncZPqkA5JO7Db_A,yilei1,4379,1584177920000,194
53,UdZK5G0sDRH2Vas8aNDA3bD3vxpA8sNSV_DWZlps81VA1wM,0g0aPgT5Nm46V4dSNYDVsbI-8k1fAS67Xir60tXj5-fkBao,gRFclWn03FoifvclhsILlghJY0AW8MgLJhSV3zq4w3U1aTi-BuYtwBfM6SmbEdZ5_tng8U2HD54ekQ,데스노트 워윅,1449,1584538621000,226
54,OcU4g64SDUpBMlS2MAp80nC4Keg7CqS-n7eVlbdhxmaGP30,LAxXoGsJDwAZ2uFIfU7V2YkAjhAkp4knd7DzMeQiTfarnHE,jTvk6S2_7okM5-3r-W5_n-anMZhEDwBH-JSU7dor8onq2SxL1tCHfotCxq6yboSWJ00AhrXmv1q8Hw,갱붕맘,903,1584499386000,268
55,9ZIq78jxJ_lM9pTf5sRMf4USRswwjwsfdo5m1Tmk99eaFjo,0sE8yhTp9aYIH0GpcJvvW8muJ7weACTJPywMJG9PF5MJ-SA,JXo6-oelRGorIKtnfpqFIRfA20aTGR2hJn6CT2b2fG_bAg7VjP5T624AxpsOsPbKsb9vjhgQvFL44Q,룬메아리 신,4157,1584646304000,346
56,gwVjb5ICIwzGf8QIv39Zqgvh6IzY87RybKLaVpHsOt8OUsg,ykZCwhnv_lTczgilCCLPs9z2S4sHZNBq9iv4c-Eb1H2Tup0,DTPp898W8L5leQyelt1zkbyVq9INlL3YNJyEp7_8oJKwhrZe4c6j451pptD0rGWq8mVTPxqXIvxo1Q,크림몬을 구독해,3154,1584606321000,107
57,F7n0QcU_CTyaREiItRLyHdHbtn6HWESt03EGrFQH8rr1p1g,ww76H5IxxeCksmm9yELEfLHQLgvAkL-iJEZTMBsqHAVeg_k,nN3j_idZEDcoV3DVnD0QlcKPVnEDyzDZ4hTi2ni5EuIGrTv06Tq40-SxACCCrAKQZnZjfDQqLFoFuA,난세의영웅장세민,3496,1583784888000,526
58,q5S5iP8sHb_yEn9TiF_qBM6_hUKSNyn53f_oebwjiZBvE2o,seSBTQR4hFuPHSRSoSTDhdByjBRDG03XYCet2g3b7dww2bWPB6ru2LN8,9lSVCt-r-t7mEKZ_TEENbV8Ke06Axis0C17g-ixlB4gWpIkDoU01TsUIZO9N43tDkvYwNBSiczXquA, 황 시한,3798,1584248996000,52
59,Iuswjq-ETVvw5KLepw4NbuUj1LN9Pir5MGLuBb-nKLF3UbM,HZUm07Es4LMQOG6-kHYBTEuGfAFoS2hpvV__N0ZOcWmKeXU,iKVhKHp78-6rX2TVKMvo126vxucZgvDIksN_u_TdMR4w0R9ofjeZTrmld-ZUqIkzEM_YyXg7T6oXyg,POGGERS,4200,1584619014000,315
60,CxuFqHcSEQZoXr7cIWJloEQv-YyQafxyhXn2IsZEFbV_BCc,G9fmryl1JkVm8QTQNHXEoB_Be62R8cVS4rBudcZHbB9KZaM,aXrCn41m53uymb7xqV8FAWsXThUuzYkEJjN9Iw7O-exYj4BVE8iikCTMU7VK_n53BPrIgpnBaVwMTQ,진심핑빼고노챗,4492,1583929874000,98
61,Z2NGXOQHBOGV3-9CYDKw__NMDVNX7rlIZX84MGeYSC8bk8I,M6mQqSwCvX3OaELsJriEbP9PDSPfMT_epMmYcfwlxun7qj62i0gB8zfJ,67eCvzi66j7I7LS8ttnXtyKq-srZUo6tmGJl4YvmTY3fOMiCw9iCj7TNxP3bMdNYJ6Ws54eDVaVxrw,hf ghkyu2,4025,1584176891000,154
62,XBhXHsfP--XO6n-1orh5lRq3B8tajxRgWGWLgeu6Ef2xw8U,ba3wee8FytVWuZzW4htmpLe6O-xTnNfaSpwSRIPvwsEgebA,73tgBUjyFW0e90OHcYGnQlNDzAbzZ9FpVOAtMfOuJR2vfVm17MXwtoIBubRjreb40nOFO9GZASF8_A,KR Spt,4379,1584481667000,275
63,477CaZT0mU0hWMJFoyyXC1eopZ9q6MDCIkKBjHGOqVXiz2s,ro9uMpvWtrhIlrTD5yjqWKbyboquPoPRxJmn-XVd1Bb5UIvYPDydacoK,RoJJZxDlDIlaq0BgZoK4dVKmgK6LVVeb-3Re9KgR6zwAr_VHxEj4QXC29X7IhUX0n7t8rCzXmwzl2A,MapleStory275LV,29,1582968574000,54
64,3QAnOXKj5C4RnNC2eCZuOWNgC-GMqGQsg-UsbexgCAHPUg,6_fU4P_Vdnl51nhgP08IH1F9-TLot5ytTfqVEKWwo1SB,i6jSIbl58JbVKleSVUBRcXb0GI4TscVAM1Q3-j66ssFvTsL9ouP_w3pfFhzrBOugiskq9wqJrs2mOA,ChoGod,3524,1584594371000,130
65,Byen8SwhxUQ77iDtF2JSin-lA5XaAvdbL1J3X1ErgLXCfM0,2WRpX39mnPOQ6nCb1kLZjzutpZguoWg7Y5Tr5UgEaculr38,AE9aF6TD2NRjdfmuM0yfEFi07rH3qnui3l_PcO6hFg7Q59d7iP7NiJe2reilpPUAqzK5I-DUFp-L9A,IIrrooGG,4022,1584244931000,124
66,odls-XgpO69KjjQbV4kKqa5bZIQYUygx1Yivjin2QQlWF2w,leUnrf7SEb_L_FNSM-9NLD4Y200CvUDawAmEFUHi37iHgKH-d_ay_bKd,gb57CMxTl7HtTLHu-mp2V-np6CZB4CDiupX6hylpNqqfgT_F9qQ6HKS9DT7njnffK940sjC26R7oAw,Tangwagege,4393,1584488775000,338
67,rx01_Mzn67A9FgoS6N9fhWtd57wPzXUDHAccka6ga4MawVc,Mqk7EeLSyFjRSB1SXmvxXduLEe_Mx7UKrKLVWhe4SHKZev8,fDpI7z28fHDvIq2b1NALSnIt934XErTJ_cqW7rlX8WgSKtfvfCVDdYzAuveI0SZzdl83bDaRMiWu2Q,DGA Dalia,7,1584076513000,209
68,zt_ijDOftjtrhffvrjSvJoJtHfMmBkag-DEPv3oyYj7tNzI,eYsy5Kd_fMqd_iCPPET50d6QKXMqc1uKqJpdlutq2l8uv6M1Iac5HLjV,oVYLIFiUMpUoBlNiIwMYgS-BN-Qe-GqsY9IuGg-C6RALOq8jKhcSuBKg5MLU9F517yuPAPqrouomeQ,FaZe broky,28,1583827561000,126
69,3yqwRNzwx6HskF7K03n2_eGNpacKrM2fvvtSiHd6wmt3RbU,KrC15oSx30fVqvVfTHdhgc3po-LW_OlYTZcVFe1uffX0et8,efn9SfZrm_ywuEb6fCjKxyVJUopEIlGZ8MClDGRycTr300Q6nPUncFWiCdGbltK5lvt9vvYImh9cSw,uskinoej,4271,1584605074000,167
70,PApQVlHMzK-lWzWAh6YTXxCDntGMLn3tWFSPyw7JjkKIAH4,RWjfulqc3bxtk9RVlCnx7yo1IHPKfzlFBOyVZvJhlD3yXCsfdZaLi8Et,j-noSBYSzegGf7K_IyKuB8to4D0VtXvCKqdchJmfzoUxKaxynfsrJptOh2qayJdjVwuNRgPlikMIWg,D1 KILLER,3378,1583836861000,62
71,mqQXFND4RfEVT3XexK-cPFhkusxIGb07xM1qXPAgvYatH20,Lt2rGvkgf0_hxeewwKCL9q3UIo6XItwMihiXUD6gR6FjUE0,xsp7B1fZe_VErqlw6dGLddqZZu67pylp-c7fxr8bHgaA5IyuhJtLZXWeRriPVM4cJVeuVCMiTmkhSA,Gen G RueL,3890,1584593582000,346
72,FHRuclqZJLRfhRagYbeWna1dhWZNZOlTJzw3Ffd84fkBC5U,PjoZK-pq8p8mgla_MF7Sfzzl5-uItMcV8v_1tlcot34HS9U,qOUTJBO--sIksJuhVvdyCOMRZxmCjpC76iMsl1hl2Yqd9qCSNGR030GruCp4VXFKWQ_bFsOpVJmvPA,Simple CSGO,3480,1583893878000,421
