,summonerId,summonerName,leaguePoints,rank,wins,losses,veteran,inactive,freshBlood,hotStreak
22,Zskkg0rRWWQDs2sFJeTwpET1-VoJ4JPgtGtCCfhjatAIVJY,Gen G Quid,353,I,441,415,False,False,False,False
23,qEmmK_Grd9cUcNEZMfcxBKGW-JFRzuEKmrt8jk3hrVNXmpA,DFM Evi,409,I,153,130,False,False,False,True
24,BbFK3pbeLRs2ChZswV-E1E1Xou4o1DXKaedupLBPpFGcvAA,고1프로지망,195,I,98,73,False,False,True,False
25,ydGz-rEoHvV2oTd5gIM-VNC5jKhOZFhXmxC6m748zJdyXw,hi lira,350,I,238,230,False,False,False,False
26,8Erpo4VoB6YptPZyCy2enA1T9tKnAf9R1Yc0i9qT6_bJmH4,빵속에 순우유,222,I,175,188,False,False,True,True
27,TPZjTLpSSEbofQ9_0lnXlpE7pNiRKmMgA1I2YyA-SA6F9bQ,나이트메어1,177,I,72,52,False,False,False,False
28,e5x-ISRUq1RiityC6XQDikqVcOajdRu46uDXJ7iyYjTsr9I,AF HamBak ,190,I,304,289,True,False,False,False
29,1TuCMGYgu5_ok7NkjEnZIC9BIrGomSmOpKNzxwmPswkjfW8,북두칠성 간부,200,I,355,344,False,False,True,False
30,TggxfB3QJUg8Gmb-nHNu6NQc4cy0heRAFHxNQs-Rnyx12Xk,abracatabrr,375,I,242,237,False,False,True,True
31,O2UfClJ-eUlIKZVzKQrHaRE3e6YpGQdO813XlJdrkM0pIw,DODARl,214,I,114,83,False,False,False,False
32,6XMI2tAKDc7XVzp_Vz_66VyOj80e3fF3CyeQtY48C0hWoNk,전혀 희망 없어요,335,I,220,238,True,False,False,True
33,khyOLtAdzR3X607k7pNmUrvGHXdOPuxoQhzdoAK9NNUATec,fdsafdsafads,105,I,188,166,False,False,True,False
34,9S7hpCYuqwS7FEouxIMurQCNX2QcD-b2NTHQylKINhfpWZI,고 침,206,I,133,102,True,False,False,False
35,v_bU29gBnOEHPhnkoe_w83vwLlnUbv6CDRAUNLebTTkuNK4,Destiny YouTube,390,I,177,160,True,False,False,False
36,vKcNOy-Dj_B7MLQ-94SFNDx9urVGj3kHnmZema3bVnjbNGI,넌확실히강해졌다,173,I,100,86,True,False,False,False
37,b5YYw9kbJXUajYEv1SN6EAZKFS_0hKpxmxmdeQMGH-mgGVM,tiancaipaidaxing,256,I,237,220,True,False,False,False
38,n76hV1p8_s16JI5Oa5vVc1e7V1hrzRPYrthB9-5kHENG4Rk,돌아와 리정혁,444,I,371,327,False,False,False,False
39,IM2KPfrPME7jLTmSx1dmR2GZrIrBNgAynqPlcXn5sskykao,apfhdapfhd,280,I,191,155,False,False,False,False
40,YxVOhMYGizMeMxpxm2DAS0U_4tLDrnEEcNL406Qlw-vQDA,므라기,348,I,128,70,False,False,False,True
41,Z2NGXOQHBOGV3-9CYDKw__NMDVNX7rlIZX84MGeYSC8bk8I,hf ghkyu2,292,I,130,116,False,False,True,True
42,sV8mWHqVazvlZzoP3w4BeCjQ0utAMdnXeycIfU5P0h1lSNA,너의날씨는어떨지,335,I,247,240,True,False,False,True
43,l68Z9O0y1QIdY55kOYd-ExX7ueqlj9vi7hSCwrrNl5RMSQ,divei,348,I,130,110,False,False,False,False
44,Ep3eM4G8UE6-L7u9YsH7EyEdfy__HsrqeQwlsVAZ5cdK5rM,KkOma21,478,I,117,99,False,False,True,False
45,ISCYb9J-HPj_FsLqqQBxmBvRkuM0zVWp1mby7sPoUnyTI7M,clearlov9,357,I,91,53,False,False,False,False
46,FPMZnQnxqUvYE-F1CkAZUy53S3SDltTpyheToZYCpLq5j4Q,Ada escape,429,I,108,84,True,False,False,False
47,pTzwrKNmPIFQrHGUgB_07kf1z_kkpYvtozBq5K1zLcPirwM,LPLLPLLPL,300,I,135,97,False,False,False,False
48,ZvxQ7eaUTKhbK6C39jYtJWJphnTgOR55aJrbxnQUzXnXLYo,과감하게 주다,257,I,124,106,False,False,True,True
49,sSBOdDYpbEcafhou-SkofjLpDjNVEnynFLVfD9Qd9usbjA,존승버,184,I,388,288,False,False,False,False
50,RjpIoxCYluBnpx8_ws4k9Oa_Fwey-LymA7glp8Kg4ACuXwI,l   greenday   l,224,I,139,59,False,False,False,False
51,solOzB9xyUra5jvH83qTiEjEP3t5hOQ8KPkqLtRXE1HayyQ,갱붕이,223,I,136,98,False,False,False,True
52,RDZCZuF9fTJHNl28Gl81i7QLvt0X1uFgLMeIGsYBz9d--9E,OZ ian,325,I,156,138,False,False,False,False
53,OJFSOI-3FDgx-W4cWunXb_bBeLdg4nK3sqUXjXSbMCLEzx0,시간은 흘러가,177,I,199,172,False,False,False,False
54,iidBuEePCQtUS-NYOzDjdlE7FqX9U-e0aPNsTyomB6YF1FM,Lpc1,268,I,100,88,False,False,False,False
55,fPGH19MP488uDJO3KHl1hFCxEeHq9D6S3YJxO64q2Ay2XIs,다시 시작up,265,I,159,137,False,False,False,False
56,bELFP6s0jDQshvoKMuOGEzntfLuPEXdLGIOhOTV1jRNLsII,Sup du bi,439,I,224,186,False,False,True,False
57,UDpwm7CDD0Bmd9jnETto-QpI-gcW46PPlAFcNfomIejr2w,bey0ndsky,168,I,256,222,False,False,True,False
58,e0KYwBO-nTr0RjgnCJVWkJlV4YMLc6vh2hBLVU79rscTDUk,TnToT,397,I,223,197,False,False,False,False
59,nwwNSzWgn2cxI76f8H3UGBjgxYthqlwMIpsX2IJMQjZYydc,봄빵맨,160,I,191,149,False,False,False,False
60,IVt76EuHykX_cKFaNfn--hwQL0R3uS4I10y72qBFzLZpcw,Pedeo,94,I,156,140,False,False,True,False
61,GJbbIScNMRfFMLZ6FxRynvAFvq5IfGoxUWRwUzttAwOMOoI,Eerry,167,I,196,172,False,False,True,False
62,jgbIlTMgvVS9sfFHmikaQ9GGex48UtkxC7eLjdLIDLWmIdk,DRX Pyosik,407,I,251,235,False,False,True,False
63,aDvIlyUGJOb3-Hgm-Mmg4_L3JdWr97FIdMovV9L-VavE65s,19살 이범석,277,I,234,201,False,False,False,True
64,Gn669fAs1ouBTBYqMyqIqNED-X8zfT9KJteikB9qofRO0g,말라질꺼야,219,I,105,101,False,False,False,False
65,PIg1VH4BPPRto0tqJthSXTDL7j5XKRzdAOnifpNI_5EeqA,safhggf,225,I,120,109,False,False,True,False
66,9Z9WMyycjqjZw5EucLpPrJGj6CDxRSxjrij66ayhOyJYea8,풍월량머독침착맨,455,I,81,55,False,False,False,False
67,owyRHuyPN2wFbU4s4Gl2mLoBsSWTks8wZujtJYZAL-LnHrU,As 엘리스,378,I,315,291,True,False,False,True
68,q4sulpVLlKnQuJI5FXOnVyZ_EX-r1QCcPuLRvVelm8Lnww,게르세르끼,370,I,137,100,True,False,False,False
69,Y5Yi5eTA_kJqzdFH7_FilgKJQLke1tj8R3dY8PTyEKdvngc,통 글,232,I,77,41,False,False,False,True
70,yC_9-yrJlswJcSlTkbs67zibl7BJb_vv_BgSGOOPdJfQwL0,BOKGU,227,I,119,95,False,False,True,True
71,cWMevhjarubKXC0-zw29qkh5MuXmUOZXlnqKVoCSXqoTogI,be upset,251,I,213,198,False,False,True,False
72,50TAqgq7ZEyhKPC7duFcWU8-laGvYOJkMutppyptOtGtJEg,치렝이,319,I,211,135,True,False,False,True
73,hIb7cXicPo_0uiEzIOvQWpXcXjTcGR_14FjJVlNAxxWF_y0,아이타이,440,I,129,102,False,False,False,False
74,AtaKRKnZAk7M12Tr52rDhVHD5qSIDsREqnQd4c_rLZmPxQ,Hide on bush,267,I,141,136,False,False,False,True
75,FzbI6TrYLV6wLUTSMG0Tc9_7QOz56n_N202oW356U2Z5aKc,지 누 교,249,I,231,208,True,False,False,False
76,dMZhUpgsoiQhsEEdBzc6L0gpc0gculLk2bSWq8-3ATYXGj0,zxcrawqcx,220,I,111,99,True,False,False,False
77,2ifzmJqnJIH4QuAMYApPY6e8iKs1r_8ePIZWkUxzsnKYm94,솔로다리우스,216,I,173,148,True,False,False,False
78,D5pA86tQMDDrJ1j9I-EKG5zzh9yq5dsxrJ4BBFNTP5h7j_s,Sun5et,264,I,199,176,False,False,True,False
79,b83SC-23yt55-tqAUwfPcrl1CgRDXAIw_cuBOnJjrzL4V98,코도코도,373,I,218,206,False,False,False,False
80,1VmYZmW6rZoADU1ftgyX2Ff4XDzEC4D1i-oxVM2mRoDqmCE,허찌킬,188,I,111,96,False,False,False,False
81,RVyU8I5nJ6gy_WN28sNVgF8nbXeNVOQSfUaJ-mBKCLp9Z88,고집객기제삶자체,164,I,56,40,False,False,False,False
82,wmSIw9qmZnS0g59gos-WiwEnXqFFEMvMT_Q0V8FpR-YHxQ,려창동,388,I,222,200,False,False,False,True
83,sikMgxcuzLfyxQ-hiTjARTe8hNMP4A2GH34Pddq0ixncY1E,5doran can win,186,I,103,78,False,False,False,False
84,qszGLlR09-PkY4fyXCQKSogbteTNd9Z7poVRD6yfpswrJJY,bubeizhua,505,I,321,286,False,False,True,False
85,9tkXPEOJTSQEjQ5v_vjlhNRawMp8iiZPxMafW9QBL6rTtHI,pupurourou,223,I,119,97,False,False,True,False
86,mlTBnw4UDm9UPCkkiRmDCRUU9AY5gyHMXwaLoHZFYF5Mj4g,happy game0,381,I,127,122,False,False,False,False
87,4oR-0ngO9gSgv7-3s7g3FFx4c0iTIQUV_XrhYzFRZ46AC20,Nearly Dead,470,I,287,278,False,False,True,False
88,khZIuzJxy0pJvCTaP1STx2RRGH1HRSF-jY8N5wjmAmA3M3I,벽느꼈던사람,168,I,214,187,True,False,False,False
89,Tp4Xd10xkGLIb3_uHeRK1fP6sRFSs7L9nL7olNVdT96GiX4,삼구포차쭈꾸미,235,I,132,117,False,False,False,False
90,nuqjOvfHdzqv5ypwruoTPvHL7OCfrMzoSe-JDhUS4z3JtUs,lol1204,257,I,104,87,True,False,False,False
91,pReFWXumZk2PY6yV7yiH9IGCFgeFH4x2rgjqMeNA9EhVYQ,통제할수있는화,163,I,74,43,False,False,False,False
92,9KeuctpOIFoAFeS7bmEjACST3RcwTOa5NtFbVOOltGzI1cg,nanjing haksaI,233,I,248,221,False,False,False,True
93,_Vau5OJXyrGjMnPG8oueN9iJfFzGLY_IMO3smFPMARYeex0,qpqpqpqpooo,258,I,281,267,True,False,False,True
94,m1RTw_WU3xN_jeHHtV_-sqop9WzSruFSXknyRYYKVN99EQ,VAOP,153,I,349,327,False,False,True,False
95,xUQlvO6AR-7cE_UUTzhXZpU029C7qHX9TSh9lfxrYcBIRvU,Gen G Ophelia,229,I,347,334,False,False,True,False
96,cL5sWuuQefcLIdFymk9DtHPDgjIV1weC4YqfnprdL5Ns-o0,Lab C,287,I,126,101,False,False,False,False
97,RmIVnVxNeHEDwC9exMB-2gcJX67uKub64DfL806J95HM628,Sq Zx,159,I,128,89,False,False,False,False
98,qwxpc-oZuO8M5qGSyE5ikwYzMmfzOYuX-ziOWSwPoOfQgaU,치 열,353,I,147,124,True,False,False,False
99,1yMYGZbMjW31nt3-Ftzba2215p38TlKvQtKFMA02zw9bYjQ,예잇YEET,183,I,130,82,False,False,True,False
100,xkup8QCEzHme56NndJ_S9rqHwIvGjWu8fz-ccrNdvexOt3g,2020 1월 27일,292,I,98,75,False,False,False,False
101,PwtSqkXvfEEa0zkWaawicpsTmBK7ma2G0YjlOFKW3RSPaP0,정중지와1,461,I,161,126,False,False,False,True
102,GEJC_DCTGQhuGW6V5Cfa-bR_XRy5_W53keszqaqc4iOvStY,happy game8,416,I,342,314,True,False,False,False
103,U95RkRGJ-1ysEHgHiPiAHdUQQ7XQz5sWk053meSQ_ba_6Oo,밧형욱,474,I,107,91,False,False,False,False
104,pz0IKzP-SvOcJQVne_-bJFMUaFYpv5-ACkvihWk77wF30g,먹하고물,178,I,165,146,False,False,False,False
105,OgBeZ_-oOvC7_h8-nW4yZfjl6bqd6NxSZeuCH3cmf1_l2LU,li guang wei ,236,I,77,64,False,False,False,False
106,sZItqg50kiLP8VEbS0_a_sMgRW8bp3dJpbeE66c-nroMCw,yulia,233,I,231,185,False,False,True,False
107,l-rdd5eFj2t5AIJy7gFlnFi63IynZqGECJUijI2N_hiAPg,SnowPowder,347,I,103,85,False,False,False,False
108,0PfxTOT5pAgRlLCL9CK0qNK2WPu9XERLvcsItLIA3ju9Ig,혜민모찌,308,I,95,57,False,False,False,True
109,gRq-XA8uU_kr2LhXhaVSGQhXA505aTKdiHFaD6TlczuvSpw,문수야,303,I,263,239,False,False,False,False
110,Cy8OBh4CMw1HpaIeTmmOPbpMOUn-iYyMC7w8rpgKJJtmurY,레 핸,174,I,191,163,False,False,True,False
111,Us-lVdn8pZIYcvt6Wq5gQfyCD6tYVgGjZh8zeG4WPGAoVw,닥닥이혐오자,332,I,217,206,False,False,True,True
112,0ad8tLbVA_25XtIueBjgo2lLfwmdDicYisPhSj8vF1CG920,S1n0wman,155,I,165,154,False,False,True,False
113,U-LHwRiabV-5sKfyF_xPXn6ycqUXoj2p9rZNsqLD-4mO9sw,돼지 같은 팀원,226,I,283,271,False,False,True,False
114,fmNNRuOFLyqtUOzO7ci_YnvM4zZpudN_Ln-C80T5ybDv6AE,배엑크,164,I,330,241,False,False,False,False
115,3yqwRNzwx6HskF7K03n2_eGNpacKrM2fvvtSiHd6wmt3RbU,uskinoej,414,I,72,51,False,False,False,False
116,dyDXxT7WoJp944nkrO1g6bl2WnABNJS2Vrhr3_TPoADbPzE,점프뛰는나무,203,I,103,66,False,False,True,False
117,bOFl9QpgB-kuiLGc_lpYtyd7T4k7Bkr1kBsfLh-5phR51v0,PESK,222,I,215,199,False,False,False,False
118,bZYiAd-1m60niP_Ul2fzhvRrEIsVSzZLmF40UqrPylEQH38,mangseorijima,247,I,199,127,False,False,False,False
119,oGXBibfO22MMRvKsrbS-9PB-FzeRSHGNRrmOr1E1EpO99eQ,I Must Go JG,203,I,168,111,False,False,False,False
120,yQLroLdLSht_xKiMMf-8vcmxlij5BCecaycTnfEUJ69-kEQ,english pls,285,I,105,75,False,False,True,False
121,Aso8aW4vPDcf2ybqfsAM8zMAMl_9ItUb3bRI0JMnHruW1T8,haokaa,383,I,115,98,False,False,True,False
122,ZhPNcf4O1AO0kkkVM0xs7o8aZr2Tk3p_vQPhPSrTSzhtw6A,민제야,209,I,91,59,False,False,False,False
123,rAte8XPcR8Gl-6JeIP4jzdcFbcUz0jWq8KK5RyRgzSzNvQ,모 모,463,I,63,65,False,False,False,False
124,zJsqYUleV13Z0KYGBzorbXyuXKiszQ-NWTSoVSVNAqbZJdQ,연주  강  주연,283,I,108,93,False,False,True,False
125,GzRljqKuGZW5fyDFc0VYOK3lwy-1hCjRgKoAVch1l-rSsjY,duebass1,371,I,76,56,False,False,True,True
126,jmQHtpvgO8IGln6loeJ7DCr6PXaGWgxBo3h7asvb513fSKo,천불생무록지인임,511,I,262,249,False,False,False,False
127,M0beyN_M1wwIjiUe8mEKac8vcn13d10c7ufyLEopCQGiOk0,Nisu,185,I,68,41,False,False,True,False
128,hVHJ2uOYnR08pbjPCPnZAR8gwWGWmvOoqPPSchO11m0s53g,특이점이 온 아이,317,I,275,248,False,False,False,False
129,w25WspTVI1NPgR0N_bY6aNqAORHpG55juXckoRdsOe1CkQ,인천토종닭,303,I,217,186,True,False,False,False
130,NIO-kLrFsuAZwR35YSMUlsB_yicvsaK5EyrB1D_QfR-s-ic,Wyvern,410,I,245,237,False,False,False,False
131,jdEGWBAfqMhXTSfiyAFAwlkGYCJafEt-ceaT_AW2ds676Jo,뽀삐 정글 원챔,217,I,143,124,False,False,True,False
132,SjW3DBUTDsCwlHThvTJ2Sa1KXZ92MeJpextaqI7UJefLHuw,yanghesu,185,I,116,107,True,False,False,False
133,lKK6kSR3WOGy5mLl6RqEpyds9dr0gMBSDLIOJXQgDT1nBW0,담원 FIame,160,I,357,352,True,False,False,False
134,Q7QingmQlrsY_h_rSl8gkDoVfcpDlUtcGQcGavBafEY_aXM,Lathyrus,421,I,307,213,False,False,False,False
135,fudjkS-svwJj-ltB32chhZZ-sN5ELR4QLTGcs1LXbexr7Nk,믄똥왁왁,161,I,155,171,False,False,False,False
136,Nwzsyon5rpLNbuHalOIJgVB2yqqc0P6aIi7d0kUrGEPEoV0,Jin Air Umtiti,530,I,67,47,False,False,False,True
137,VIuPmUf43KoYJ_QvViCjpmU6l7rD9enn2OIc83Dy4ismcGM,샌드박스세레니티,272,I,85,63,False,False,False,False
138,ilCRZDjROpTF44Q8bWAWsHLft4MFTZluxxECUi0XPGzx3Go,8857,125,I,56,33,False,False,True,False
139,yJeDelDqyfi2mNULDoI4CnWl9DB6Gu-7EDGetGu5kZVK_g,용자호랑이,212,I,238,217,False,False,True,False
140,4zf7WHh9RqNG-A9nj2p6PaNSWxgN49F6WIICddtyf0T7SBY,486486486,330,I,108,84,False,False,False,False
141,P-QAdt1ioph5Q76IirwKcKZ3IgjhMGheDqfuQVzvgegzEVU,liu kuai fuji,281,I,212,148,False,False,True,False
142,5myHrb2IpriFTjejdl0sbs6AXrc7RcKELPht_r6FWj_Ulk4,wugaosuei,158,I,145,129,False,False,True,False
143,5xbCgoqEM0bjvMncIYy6p_dG0MX6sycBNe6khQQ1CLbA8qM,lxy1,245,I,92,70,False,False,True,False
144,AJ0acxvGf0H5YwH11UTGvP_7cmfZG6irL0QJAev0PUlysyg,19 Again July77,243,I,186,168,False,False,False,False
145,M4CQcT6Eu0FOXzaX6ZNAV9ljtI419v3QM4i0DHl3XXw9xEE,HLE Lava,135,I,211,207,False,False,True,False
146,04sEF7QF9Ai2og3jNLt0vGxF2pg0jCVI9Tx_BCzU7Q-JTH4,regal lily,188,I,542,536,False,False,True,False
147,6njesYrPJhwXKVP74sDO2N9G0J-ERCn4giJ8_6_IT4la7K4,Zomb1e man,206,I,131,103,False,False,True,False
148,ep5YWUTcWQKSEaOfa0sPLq3RWmOV9xcAMTk5v8rMmcUgDeo,트위치김수당,350,I,209,198,False,False,False,False
149,mSaA9d_X5zM-axA9D1QpuSRnIALk9Porhbqpc2tDxKswIIU,오현택의 개,274,I,153,135,False,False,False,False
150,EAh_28QHACWyOxoe6GcAAm4QzSaFz2x8Ela_u-tk2bmKTD0,Lost time1,478,I,273,192,False,False,True,False
151,IN1RSPtNDmG_Br0h9kMvVayLvJEPWKigruQ20JyRPEN6FJw,tiantianquan,308,I,183,173,True,False,False,False
152,vjLEHp7oIIkar2oog9L5nmEpQDdJImER4fSlM5YCIqxeY9o,나는 과일장사,170,I,194,173,False,False,False,False
153,RqrQX64O20DSN63u4wEzfURHIBja8mnvrimlZJrC6EXqxWY,hkmispig,304,I,76,60,False,False,True,False
154,72UE_Jr9BBOPgWLpwXJYdAjeG6lVrVxEG2wHw1PLn-HUauk,아프리카TV리리스,327,I,91,74,True,False,False,True
155,xDZEePiikIsL-tqvNsEgu0fjNuUiVyGXUrgDFyvTksIsXHs,galbimando,118,I,177,181,False,False,True,False
156,iQOuroT3Mpm5VNgutYO6x_jpDCYHMT39mhq7jKsxz5Gtym0,BRION Wizer,295,I,70,60,False,False,False,False
157,1cT3s3BI3ADZ3b-jVZHWWEAsrxt7DiXMuWVX5qDX9yIrWnQ,AH67DVXXS2GAS21,162,I,68,20,False,False,True,True
158,ZdVqp-6rp18nT547jvFdR8PYlsHEV6Zo4EGAosMoWk4nsw,설날떡국,191,I,87,65,False,False,True,False
159,oVTqs0EEYj0eaigBjKASL9T5fbDHO9CprI-b6Qb3nItUu0U,HLE Burger,361,I,299,287,True,False,False,False
160,YSiqWQoWI0graCFPhTMfd6N7vcfY0vuaOWS6SuRWvi6ljg,AfreecaTV방태수,175,I,241,242,False,False,True,False
161,oxmoIKqg0qpTB1PouHRCtEVgTtCbQ9fDUO-5fsKwHQGqisA,XF mid,416,I,201,185,False,False,True,False
162,k-lpcSC_HY4CDXnLtCZqsk3wo86dE8j-c5oZyDly2OpARFg,그땐 그저 좋았다,378,I,105,78,False,False,False,False
163,p-AV0St9Eot-DBD_twQ6i-LxV32qe5_7OutCaJ3WxMsmZjU,GCA Star,253,I,175,159,True,False,False,True
164,gwVjb5ICIwzGf8QIv39Zqgvh6IzY87RybKLaVpHsOt8OUsg,크림몬을 구독해,371,I,194,168,False,False,False,False
165,E2DlEcxC7Cyec7WU0PYxBRN8PVs0iwkL76L2LacSyAcX6pA,린 홍간,411,I,194,164,True,False,False,False
166,a2FY6o1BwbDmY3Xj15BPbegDMGa823uLujnaRB8QkIct8Q,Toyz,153,I,174,165,False,False,True,False
167,xQv3FUYWRHDod4yHq3EYszMlJmqK4XVUAbPK9a7IfEZEcWY,TopBoss77,402,I,337,234,False,False,True,True
168,SBSfmkcHzQEdAyltJcKysj2Zv--0UIpSXZUKQF61scMerVA,피아노잘쳐용,363,I,86,51,False,False,False,False
169,YoHM_BZfDHictsb8z9ze4y98C-duZ5nsyr8T5TrvdqAJ-Ps,ELaB Soft,260,I,327,295,False,False,False,False
170,eTgna-QYg6GDNCjp9SA_iPXHMp1Kn93Wnrm9SdXZHz5UYSw,마려운남자,210,I,348,335,True,False,False,False
171,-l4xNLsxeDiiQdsKozt-ydOL1fWBr5CnIfXKX2nfzSU2H1c,H2O Man,404,I,163,145,True,False,False,False
172,I5q473GpXqUQsZ2pVQHVhgz9RAgYE2CJ-QU0SKufMAK0_ks,다루다루daram쥐,178,I,136,130,True,False,False,False
173,uZQPIPhikGrLov8IK1-jYb5tdKr_NhtaozUss8kld31k7_Q,송쿼드,346,I,71,60,False,False,True,False
174,BqK26z7GU-VNlumCgnKedN-N10m_YVuFEnMUUQvJ_4rlKew,오리지널찰떡쿠키,286,I,36,24,False,False,True,False
175,mIftk30rANhCz7Ba_1UUvUpuMLaA2soQ2z8EX74vJYS6zWI,Ezrea,228,I,197,170,False,False,False,False
176,LAuwNrlvHOIRbBA-sqt7lx9MELoN7CUeEvv3BsmGYz7BdSg,주먹밥쿵야1,264,I,62,47,False,False,True,False
177,RArd_zaFHc8fwHdpUCxvc_UWo82ORbiF6t0SCSDPq24zYA,비뢰월,210,I,204,188,False,False,False,False
178,e3XyZhnmW3jcwPwMiv1VgCzSBYrNXcDeiaxtfNwHxgGQ4pg,인생목표한남더힐,172,I,81,73,False,False,False,False
179,UiAKsEcmoU5fzLAPe6iEzmkHSSJMgS79LnWyP251b03Yl54,무거운어깨,177,I,60,37,False,False,False,False
180,Nyz8xOvRrd8hxU51nhnjyRsTLXYPnsgTu15x_sHMo_ww_yQ,공주가현,174,I,101,87,False,False,True,False
181,LjANngk0w_lX_y68_FYfXG0SjxH39t0XjCw78y-pwXzHnlA,7777k,484,I,302,265,True,False,False,False
182,HBwTlDEkARh7Y13AuNbZNCTvjDgoZCzUTGKfFWioueO6bXA,구인수 케일,384,I,102,93,False,False,False,False
183,lC7qKb1a2qLBLq1r2eAsljS3iMQaIxeHsbPklBdR2DxPN1A,liiiIlIIIlili,438,I,96,59,False,False,False,True
184,AgGWrt78GL93yjtw0PHP1bdn5Uuj7_CU93Px-oxhtMyG9IA,원빈쨩,331,I,77,48,False,False,False,False
185,odls-XgpO69KjjQbV4kKqa5bZIQYUygx1Yivjin2QQlWF2w,Tangwagege,424,I,143,122,True,False,False,False
186,xTHfkuAEvuGOfY8dpUufJJPsPd1HfS79AyFjplx7Q1yxbVU,두더지형님,509,I,319,330,False,False,True,False
187,yTxmtHbcPOTNWA7g9JExKPLWjd25fvQjIAEOVm7eFjDdXg,밤걸음,220,I,147,135,False,False,True,False
188,MOsX8oMfwsrigbHQrF4D_ouo4WHyQwEW1RD5b7vtlobcECg,Zaovvunongren,266,I,162,142,False,False,True,False
189,uM20TpXdUuIFYxeBeMIkf765hgk_Z1Bd3hqhQwL-d5F1pmc,도녁갓,226,I,340,320,False,False,True,False
190,QZmf4w0MvMSg8457evQ7iv7UAmfM2I8uZy1YszgM78JuOSw,휘발유칼,256,I,278,260,False,False,True,False
191,YOfryL2oojv6h8Q5UoAn6TKXVj2lqWjrvXJTlSkWjEEAQMo,EDMEDEDM,76,I,235,173,False,False,True,False
192,Uqsf5NJ3HJHqyDZu7at13D86nI_QD6bJrAwwbWNgcEcZkV0,SANDBOX JoKer,468,I,125,99,False,False,True,False
193,22ggwmSIMD1P0Asj5c2T6MDjWMR6FNaK_Kev33vqS8lJI6w,TwitchTV 김망치,497,I,135,116,False,False,True,False
194,xek2IlB-3OWOZ3fhzb8PJyVZqrFiBIvaLWCiz8LHP26MaPk,ap4369,437,I,111,67,True,False,False,False
195,5wQ57iY6hYcJSKFYHwltkesqOWEliC0KJ84mLXsLD-YX_CE,힘을 다하다,304,I,302,277,False,False,True,False
